x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89669.8263483,43133.2493592,0.0,0.0,0.0,-0.8641775065970679,0.5031870796152009,1.5
89668.2388976,43130.4524223,0.0,0.0,0.0,-0.8606523117924969,0.5091930853872926,1.5
89666.8782255,43127.8822640,0.0,0.0,0.0,-0.8661705823692289,0.4997484589652586,1.5
89665.4419606,43125.6144773,0.0,0.0,0.0,-0.8717645733621451,0.4899250234788148,1.5
89663.7033241,43122.6663545,0.0,0.0,0.0,-0.923879530436657,0.3826834373736889,1.5
89660.8307943,43121.0033109,0.0,0.0,0.0,-0.9622001665890857,0.2723432382416274,1.5
89657.8070786,43119.0378958,0.0,0.0,0.0,-0.9654333509741281,0.2606500428292041,1.5
89653.9518412,43116.9968877,0.0,0.0,0.0,-0.9954353659106495,0.09543810713929381,1.5
89650.6152776,43117.6460633,0.0,0.0,0.0,0.9914527149056152,0.1304665248494224,2.0
89647.0411408,43118.8477128,0.0,0.0,0.0,0.9852326643632739,0.1712209013866136,8.333333333333334
89644.4559346,43119.8535652,0.0,0.0,0.0,0.9828388597138762,0.1844661915808084,8.333333333333334
89642.0837573,43120.7765323,0.0,0.0,0.0,0.9812502808624526,0.1927378694168793,8.333333333333334
89638.6820772,43122.2127972,0.0,0.0,0.0,0.9738941190892163,0.2270027418412373,8.333333333333334
89636.7166621,43123.4222834,0.0,0.0,0.0,0.1865735268901399,0.982441000296595,8.333333333333334
89656.3124028,43129.1596191,0.0,0.0,0.0,0.1194063298182474,0.9928454705538702,9.72
89656.0937620,43128.1515306,0.0,0.0,0.0,-0.7918599686145863,0.6107027018981547,9.72
89655.7990183,43127.2054014,0.0,0.0,0.0,-0.8196678051560653,0.5728391477462401,9.72
89655.4202040,43126.3112561,0.0,0.0,0.0,-0.8494737098946241,0.527630946967541,9.72
89654.9347945,43125.4574646,0.0,0.0,0.0,-0.8804336131580487,0.4741694347187126,9.72
89654.3248478,43124.6493941,0.0,0.0,0.0,-0.9076181566346754,0.4197967147883293,9.72
89653.6399628,43123.9336997,0.0,0.0,0.0,-0.9281620774383512,0.3721762458907394,9.72
89652.8778914,43123.2666627,0.0,0.0,0.0,-0.9424691801295585,0.3342930518361364,9.72
89652.0721947,43122.6614659,0.0,0.0,0.0,-0.954954287150566,0.296752943460978,9.72
89651.2032925,43122.1146510,0.0,0.0,0.0,-0.9681550591163542,0.2503513161687164,9.72
89650.3209937,43121.6908950,0.0,0.0,0.0,-0.9822125570687541,0.1877724493541569,9.72
89649.4057720,43121.4013058,0.0,0.0,0.0,-0.9929908395286009,0.1181913389901492,9.72
89648.4377875,43121.2361531,0.0,0.0,0.0,-0.9983512077958782,0.05740092240122391,9.72
89647.4041518,43121.1703732,0.0,0.0,0.0,-0.9998781562991551,0.01561001459968211,9.72
89646.4534061,43121.1741780,0.0,0.0,0.0,0.9999145212855285,0.01307478957124296,9.72
89645.4495242,43121.2214990,0.0,0.0,0.0,0.9995162076727289,0.0311022603604048,9.72
89644.4079722,43121.3015982,0.0,0.0,0.0,0.999031018156244,0.04401164347872694,9.72
89643.4168655,43121.4009421,0.0,0.0,0.0,0.99826886972226,0.05881550597794331,9.72
89642.4206139,43121.5365943,0.0,0.0,0.0,0.9967196848458858,0.08093126615046961,9.72
89641.4395191,43121.7241849,0.0,0.0,0.0,0.9935983219425508,0.112970680412871,9.72
89640.4505045,43121.9904587,0.0,0.0,0.0,0.9885096032280942,0.1511580772761936,9.72
89639.5025323,43122.3307576,0.0,0.0,0.0,0.9815231089109019,0.191343635049295,9.72
89638.6146491,43122.7345198,0.0,0.0,0.0,0.9724885106389635,0.2329508460495702,9.72
89637.7426566,43123.2252056,0.0,0.0,0.0,0.9619946835606634,0.273068176104465,9.72
89636.9179657,43123.7821611,0.0,0.0,0.0,0.9433150356130375,0.3318986947644925,9.72
89636.1916754,43124.4708062,0.0,0.0,0.0,0.90565604741422,0.424013117464604,9.72
89635.5923194,43125.3719207,0.0,0.0,0.0,0.8667898729597793,0.4986735566824952,9.72
89635.0462344,43126.4408131,0.0,0.0,0.0,0.8537652841488096,0.5206580831815658,9.72
89634.4824875,43127.5270521,0.0,0.0,0.0,0.8672181030741396,0.4979284704658803,9.72
89633.8686968,43128.4580350,0.0,0.0,0.0,0.9021959833448956,0.4313263354310015,9.72
89633.1520601,43129.1760764,0.0,0.0,0.0,0.9298448158762745,0.3679519240172785,9.72
89632.5561379,43129.6896930,0.0,0.0,0.0,0.9208903789254379,0.389821638704887,9.72
89632.2711804,43130.0846549,0.0,0.0,0.0,0.8472423773008242,0.5312065079662032,9.72
89632.1570146,43130.5143647,0.0,0.0,0.0,0.7860533765574133,0.6181586278639888,9.72
89632.0216543,43131.1132114,0.0,0.0,0.0,0.8255267025954284,0.5643630598310978,9.72
89631.6278209,43131.8728073,0.0,0.0,0.0,0.8777081490929618,0.4791955811730814,9.72
89630.9907971,43132.7168274,0.0,0.0,0.0,0.8974137927928577,0.4411898508637046,9.72
89630.2787702,43133.6220354,0.0,0.0,0.0,0.8998190189816578,0.4362633758165895,9.72
89629.5415352,43134.5539819,0.0,0.0,0.0,0.8885323803152665,0.4588139155815641,9.72
89628.9304614,43135.5207774,0.0,0.0,0.0,0.8515919804146836,0.5242052068545267,9.72
89628.5502817,43136.5188440,0.0,0.0,0.0,0.8305853993873862,0.5568912769333851,9.72
89628.1265965,43137.4790656,0.0,0.0,0.0,0.8750381090763834,0.4840540338268317,9.72
89627.4048797,43138.3448440,0.0,0.0,0.0,0.916385974024701,0.4002958238737947,9.72
89626.5861065,43139.1422560,0.0,0.0,0.0,0.9186395238942839,0.3950967288390064,9.72
89625.9065383,43139.9261975,0.0,0.0,0.0,0.8823041298956181,0.4706797450168599,9.72
89625.5073448,43140.7510692,0.0,0.0,0.0,0.8221802196879978,0.5692272712667548,9.72
89625.2700049,43141.6190138,0.0,0.0,0.0,0.8135420675384051,0.5815060656135387,9.72
89624.9165574,43142.4779045,0.0,0.0,0.0,0.8574411481361535,0.5145820415472686,9.72
89624.3674718,43143.3120839,0.0,0.0,0.0,0.8883947368502304,0.4590803759003536,9.72
89623.7751162,43144.0873715,0.0,0.0,0.0,0.8894388455171849,0.4570541981921371,9.72
89623.3062531,43144.7940706,0.0,0.0,0.0,0.8726182436004466,0.4884029084021426,9.72
89622.9241073,43145.4745331,0.0,0.0,0.0,0.8384124577008549,0.5450362839041197,9.72
89622.6781349,43146.2084522,0.0,0.0,0.0,0.8087167165506396,0.5881983274130864,9.72
89622.4251556,43147.0155021,0.0,0.0,0.0,0.8436118107238584,0.5369535480907197,9.72
89621.9062102,43147.8603100,0.0,0.0,0.0,0.8829738399586794,0.4694221958414667,9.72
89621.2720995,43148.7245658,0.0,0.0,0.0,0.885209941821009,0.465191744231608,9.72
89620.7236479,43149.5774323,0.0,0.0,0.0,0.8699921898114569,0.4930655024102436,9.72
89620.2578330,43150.4182441,0.0,0.0,0.0,0.855657920272819,0.5175418084313519,9.72
89619.8467923,43151.2500786,0.0,0.0,0.0,0.8507632545563149,0.5255491268157022,9.72
89619.3990775,43152.1339196,0.0,0.0,0.0,0.8584243331205095,0.5129402151387709,9.72
89618.8334661,43153.1335847,0.0,0.0,0.0,0.8679336824733522,0.4966801010995369,9.72
89618.1835197,43154.2025767,0.0,0.0,0.0,0.8762705168078904,0.4818194489362512,9.72
89617.4596944,43155.2990211,0.0,0.0,0.0,0.8829793272836368,0.469411874146507,9.72
89616.7086519,43156.3885205,0.0,0.0,0.0,0.8797475981741267,0.4754410200086391,9.72
89616.0764402,43157.4109347,0.0,0.0,0.0,0.882288659689601,0.4707087432618258,9.72
89615.4200939,43158.3104870,0.0,0.0,0.0,0.910211703023649,0.4141432791665087,9.72
89614.6266910,43159.0746152,0.0,0.0,0.0,0.9265013117869479,0.3762915349261322,9.72
89613.9212556,43159.7684671,0.0,0.0,0.0,0.9062511807284266,0.4227396331411721,9.72
89613.4191288,43160.5145148,0.0,0.0,0.0,0.8718149637512709,0.4898353488462937,9.72
89613.0192735,43161.2496086,0.0,0.0,0.0,0.852589580383158,0.5225811012867482,9.72
89612.7150892,43161.8969321,0.0,0.0,0.0,0.7979193544939087,0.602764219014387,9.72
89612.5955537,43162.7406690,0.0,0.0,0.0,0.7215659138442226,0.6923457459811188,9.72
89612.6395427,43163.7239305,0.0,0.0,0.0,0.6436209734147238,0.7653443947535536,9.72
89612.9404568,43164.7219210,0.0,0.0,0.0,0.5256134457083983,0.8507235189475748,9.72
89613.5975675,43165.6386557,0.0,0.0,0.0,0.3737178486423219,0.9275424354746011,9.72
89614.6266910,43166.3440639,0.0,0.0,0.0,0.2141296048419886,0.976805258140134,9.72
89615.9798113,43166.7358234,0.0,0.0,0.0,0.05694099171553705,0.9983775455520076,9.72
89617.4205462,43166.6637907,0.0,0.0,0.0,-0.0978278316999957,0.9952033537648862,9.72
