x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89656.3124028,43129.1596191,0.0,0.0,0.0,0.9962874133563918,0.08608943017368616,9.72
89656.093762,43128.1515306,0.0,0.0,0.0,0.9917775212218103,0.12797401454639754,9.72
89655.7990183,43127.2054014,0.0,0.0,0.0,0.9847705520890602,0.1738590225964921,9.72
89655.420204,43126.3112561,0.0,0.0,0.0,0.9742249775622368,0.22557857410192833,9.72
89654.9347945,43125.4574646,0.0,0.0,0.0,0.9581172688063474,0.28637614987122334,9.72
89654.3248478,43124.6493941,0.0,0.0,0.0,0.9376356342291523,0.3476196447609015,9.72
89653.6399628,43123.9336997,0.0,0.0,0.0,0.9189036252431926,0.39448210037328474,9.72
89652.8778914,43123.2666627,0.0,0.0,0.0,0.9025506607896239,0.43058367910107004,9.72
89652.0721947,43122.6614659,0.0,0.0,0.0,0.8862369790689542,0.4632321415130151,9.72
89651.2032925,43122.114651,0.0,0.0,0.0,0.8624920181738416,0.5060706656055196,9.72
89650.3209937,43121.690895,0.0,0.0,0.0,0.8280151153489838,0.5607057773499478,9.72
89649.405772,43121.4013058,0.0,0.0,0.0,0.7846854260731033,0.6198941700875015,9.72
89648.4377875,43121.2361531,0.0,0.0,0.0,0.7451654150119061,0.6668796775057204,9.72
89647.4041518,43121.1703732,0.0,0.0,0.0,0.7152822785424031,0.6988356473472057,9.72
89646.4534061,43121.174178,0.0,0.0,0.0,0.6971868755516056,0.7168894339844812,9.72
89645.4495242,43121.221499,0.0,0.0,0.0,0.6841835302127494,0.7293098772028389,9.72
89644.4079722,43121.3015982,0.0,0.0,0.0,0.6754015294289172,0.7374501841108181,9.72
89643.4168655,43121.4009421,0.0,0.0,0.0,0.6654043793722537,0.746483095530117,9.72
89642.4206139,43121.5365943,0.0,0.0,0.0,0.64874135327874,0.7610089727106173,9.72
89641.4395191,43121.7241849,0.0,0.0,0.0,0.6242141152648139,0.7812533125076435,9.72
89640.4505045,43121.9904587,0.0,0.0,0.0,0.59192241263193,0.8059949487583623,9.72
89639.5025323,43122.3307576,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89638.6146491,43122.7345198,0.0,0.0,0.0,0.5236247320875165,0.8519490242651121,9.72
89637.7426566,43123.2252056,0.0,0.0,0.0,0.4861358310831395,0.8738832609319767,9.72
89636.9179657,43123.7821611,0.0,0.0,0.0,0.45336900318536605,0.8913229195699545,9.72
89636.1346136,43124.388464,0.0,0.0,0.0,0.42902159868630124,0.9032942310568857,9.72
89635.3844806,43125.0260262,0.0,0.0,0.0,0.4105650383408458,0.9118313162488881,9.72
89634.6501075,43125.7028467,0.0,0.0,0.0,0.392376385991386,0.9198047465176177,9.72
89633.9324812,43126.4182522,0.0,0.0,0.0,0.37451866184383076,0.9272193763779456,9.72
89633.2579965,43127.1412859,0.0,0.0,0.0,0.35916556969655117,0.9332738577419556,9.72
89632.5970342,43127.8936919,0.0,0.0,0.0,0.3465779735206653,0.9380211662165779,9.72
89631.9497993,43128.6672728,0.0,0.0,0.0,0.33653359939965355,0.9416714588831465,9.72
89631.324052,43129.4449132,0.0,0.0,0.0,0.32836516829881957,0.9445508542413626,9.72
89630.7097894,43130.2338455,0.0,0.0,0.0,0.3213878715757102,0.9469476416381398,9.72
89630.1060453,43131.031248,0.0,0.0,0.0,0.31557641629564354,0.9489001662335184,9.72
89629.5115096,43131.8352335,0.0,0.0,0.0,0.31052187678912685,0.9505662333763799,9.72
89628.9256556,43132.6446672,0.0,0.0,0.0,0.30585610872997404,0.9520777493212191,9.72
89628.3475931,43133.4593268,0.0,0.0,0.0,0.30158750699903675,0.9534385012270619,9.72
89627.7759471,43134.2793494,0.0,0.0,0.0,0.29800909362984135,0.9545630309801026,9.72
89627.2096492,43135.1029248,0.0,0.0,0.0,0.2954578225585816,0.9553557845582669,9.72
89626.647141,43135.9285086,0.0,0.0,0.0,0.2939351364320163,0.9558253687628782,9.72
89626.0857559,43136.7564552,0.0,0.0,0.0,0.2932120183034924,0.9560474425060675,9.72
89625.5256542,43137.5842791,0.0,0.0,0.0,0.2929837058161197,0.9561174342758599,9.72
89624.9661595,43138.4111353,0.0,0.0,0.0,0.29325030776839817,0.9560356985979863,9.72
89624.4045773,43139.2392543,0.0,0.0,0.0,0.29392118135030526,0.9558296601139981,9.72
89623.8421619,43140.0656163,0.0,0.0,0.0,0.2948513987711174,0.9555431191959448,9.72
89623.2788086,43140.8894231,0.0,0.0,0.0,0.2960404390635555,0.9551754071577939,9.72
89622.7120019,43141.7135813,0.0,0.0,0.0,0.2973023012823267,0.95478340038578,9.72
89622.1437075,43142.5357001,0.0,0.0,0.0,0.2983105774932878,0.9544688571952576,9.72
89621.5745415,43143.3558501,0.0,0.0,0.0,0.2990577396631441,0.9542350173555627,9.72
89621.0033196,43144.1768429,0.0,0.0,0.0,0.2994021513038255,0.9541270103055678,9.72
89620.4323643,43144.997374,0.0,0.0,0.0,0.2990962428026326,0.9542229495989649,9.72
89619.8632496,43145.8175838,0.0,0.0,0.0,0.2981326115907197,0.954524460611721,9.72
89619.2961439,43146.6395541,0.0,0.0,0.0,0.2965996912397415,0.9550018969386868,9.72
89618.7319939,43147.4636317,0.0,0.0,0.0,0.2946659222986108,0.9556003318521342,9.72
